country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
Liberia,Paddy,Rainy Season,82.47,2021,66.25,54.08
Colombia,Cotton,Summer,75.55,2020,47.27,42.9
Belgium,Maze,Rainy Season,58.71,2020,23.05,39.51
Finland,Paddy,Spring,83.74,2020,69.02,41.1
Argentina,Wheat,Winter,21.43,2020,15.5,88.04
Guatemala,Sugar Cane,Rainy Season,65.78,2020,24.29,21.28
Bolivia,Cotton,Spring,26.86,2021,65.36,59.77
Singapore,Paddy,Rainy Season,41.85,2022,44.2,49.36
Bhutan,Sugar Cane,Spring,21.31,2021,83.3,68.53
Zambia,Cotton,Spring,15.65,2022,77.82,67.17
Belarus,Apples,Summer,81.43,2022,26.42,47.29
Moldova,Wheat,Winter,16.79,2020,35.3,13.29
Jordan,Sugar Cane,Winter,33.85,2021,36.56,37.13
Zambia,Sugar Cane,Summer,22.77,2022,74.94,53.69
Tanzania,Sugar Cane,Spring,14.72,2021,31.06,61.0
Equatorial Guinea,Maze,Rainy Season,34.63,2021,90.9,84.84
Norway,Paddy,Spring,11.33,2020,79.86,65.05
Vanuatu,Wheat,Spring,49.81,2021,28.9,20.67
Luxembourg,Apples,Winter,35.23,2022,68.1,41.11
Tunisia,Plam Oil,Spring,56.82,2020,18.79,63.35
Israel,Apples,Spring,76.79,2022,37.35,54.71
Laos,Wheat,Summer,28.93,2021,16.69,19.55
Mozambique,Wheat,Fall,67.05,2020,41.33,22.59
Haiti,Maze,Rainy Season,56.78,2021,91.44,40.83
Kenya,Paddy,Winter,72.73,2022,31.85,72.36
Madagascar,Cotton,Summer,89.25,2022,37.91,76.97
Czech Republic,Apples,Fall,29.58,2021,33.29,83.9
Eritrea,Maze,Rainy Season,34.02,2022,68.05,29.6
Switzerland,Plam Oil,Rainy Season,32.62,2022,26.28,70.65
Bangladesh,Cotton,Fall,49.59,2021,89.95,78.76
Sierra Leone,Cotton,Fall,34.9,2022,70.5,19.01
Venezuela,Apples,Rainy Season,32.04,2022,67.9,87.37
Rwanda,Apples,Rainy Season,50.39,2021,12.84,55.26
Algeria,Plam Oil,Spring,38.44,2020,83.65,90.55
Jordan,Wheat,Winter,50.2,2022,78.32,23.09
Guatemala,Cotton,Winter,38.31,2020,20.7,79.66
"Micronesia, Federated States of",Paddy,Spring,18.48,2021,52.56,50.93
Azerbaijan,Paddy,Summer,23.65,2022,57.44,31.46
Iraq,Wheat,Winter,28.27,2022,13.13,12.95
Chile,Wheat,Fall,38.54,2020,63.35,32.34
Nigeria,Wheat,Spring,17.32,2022,35.89,18.23
"Korea, North",Apples,Summer,83.35,2021,87.14,51.75
Oman,Sugar Cane,Winter,12.06,2021,25.04,73.5
Slovakia,Maze,Summer,91.27,2022,11.46,75.85
United Arab Emirates,Wheat,Summer,84.04,2021,17.61,14.11
Mexico,Paddy,Spring,52.88,2022,68.67,46.54
Lithuania,Plam Oil,Winter,19.96,2022,39.05,42.7
Lebanon,Sugar Cane,Spring,42.98,2021,25.76,50.04
"Congo, Republic of the",Wheat,Summer,91.43,2020,59.81,17.09
Suriname,Cotton,Rainy Season,82.01,2022,88.95,92.8
Slovenia,Wheat,Winter,68.19,2020,18.91,65.88
Malta,Maze,Winter,66.6,2022,20.88,26.47
Lithuania,Maze,Summer,41.82,2022,36.03,87.1
Kuwait,Paddy,Winter,59.64,2022,84.59,58.94
Peru,Cotton,Rainy Season,33.94,2022,73.05,25.45
Moldova,Wheat,Winter,56.7,2022,76.47,52.51
Zambia,Cotton,Rainy Season,67.1,2020,80.4,91.65
Armenia,Cotton,Spring,13.91,2022,29.79,26.32
Mauritius,Cotton,Rainy Season,12.01,2022,77.54,44.69
Barbados,Cotton,Fall,62.52,2021,38.14,89.51
Niger,Sugar Cane,Rainy Season,20.17,2022,76.31,27.17
Antigua and Barbuda,Maze,Spring,27.9,2021,31.6,42.94
India,Plam Oil,Spring,74.0,2022,67.38,25.01
Andorra,Paddy,Spring,72.05,2020,91.73,30.03
Saint Kitts and Nevis,Apples,Summer,68.18,2022,15.92,15.11
Australia,Sugar Cane,Spring,59.8,2022,19.48,79.58
Thailand,Plam Oil,Spring,48.18,2020,66.21,71.41
Eritrea,Maze,Summer,16.82,2021,78.27,77.11
Azerbaijan,Cotton,Fall,19.48,2022,60.03,47.57
Maldives,Wheat,Spring,42.33,2022,38.71,59.5
China,Cotton,Spring,49.28,2022,36.03,53.21
Dominican Republic,Paddy,Summer,39.62,2020,70.14,31.72
Brunei,Maze,Summer,88.02,2020,27.17,64.86
Netherlands,Plam Oil,Spring,78.91,2020,36.62,79.27
Czech Republic,Apples,Winter,20.75,2022,37.74,48.35
Israel,Plam Oil,Spring,93.05,2020,67.04,61.31
Montenegro,Apples,Summer,30.79,2020,90.33,68.69
Cabo Verde,Plam Oil,Fall,90.31,2021,91.34,14.44
Luxembourg,Paddy,Spring,22.01,2021,45.47,13.1
Kiribati,Sugar Cane,Winter,17.59,2022,45.37,86.47
Sao Tome and Principe,Cotton,Summer,91.71,2020,41.09,26.68
Zambia,Apples,Spring,72.32,2020,25.41,59.67
Jordan,Cotton,Spring,37.32,2021,44.77,21.96
Barbados,Cotton,Fall,38.15,2022,69.48,64.2
Chile,Cotton,Winter,38.83,2021,13.14,66.75
Mauritius,Plam Oil,Summer,19.85,2021,25.37,32.02
Azerbaijan,Plam Oil,Winter,70.72,2020,25.67,79.92
United Kingdom,Cotton,Summer,40.55,2020,55.36,55.84
Netherlands,Sugar Cane,Rainy Season,66.98,2020,29.58,91.43
Myanmar (Burma),Apples,Rainy Season,76.9,2021,19.75,69.3
Paraguay,Wheat,Fall,72.03,2020,49.75,47.5
The Gambia,Paddy,Fall,30.42,2021,23.55,25.42
Netherlands,Maze,Winter,35.15,2022,37.02,47.3
Solomon Islands,Paddy,Rainy Season,50.36,2021,83.58,13.64
Fiji,Plam Oil,Spring,24.03,2020,31.78,70.03
Kazakhstan,Paddy,Summer,80.99,2022,82.42,43.05
Jamaica,Maze,Summer,61.51,2020,14.58,54.25
Zimbabwe,Wheat,Spring,70.96,2020,34.72,72.37
Chad,Sugar Cane,Spring,83.46,2022,41.36,66.29
Saint Lucia,Cotton,Winter,38.24,2021,59.12,60.63
Guinea-Bissau,Plam Oil,Fall,41.39,2020,39.56,74.23
Iceland,Maze,Winter,86.87,2021,85.57,36.17
Mauritania,Wheat,Winter,88.41,2022,78.91,89.53
Ghana,Cotton,Summer,15.28,2022,91.51,41.34
Liechtenstein,Cotton,Summer,20.04,2020,71.57,57.91
Tajikistan,Apples,Rainy Season,47.04,2022,72.47,83.55
Brazil,Paddy,Winter,64.91,2020,81.7,41.05
Guinea,Wheat,Summer,60.84,2020,87.52,85.78
Australia,Wheat,Summer,34.28,2022,52.28,75.56
Poland,Wheat,Winter,76.21,2020,32.97,44.77
Bahrain,Sugar Cane,Rainy Season,12.06,2020,81.2,66.51
Uruguay,Cotton,Summer,45.65,2021,24.06,56.23
Mauritius,Maze,Spring,38.92,2020,58.91,87.0
Senegal,Cotton,Summer,66.4,2022,83.61,41.22
Niger,Cotton,Summer,86.5,2022,30.62,78.52
Iraq,Maze,Fall,77.8,2021,29.88,72.03
The Bahamas,Maze,Summer,59.63,2022,85.77,10.31
Ghana,Apples,Fall,34.73,2022,66.15,69.63
Botswana,Plam Oil,Rainy Season,84.75,2020,51.44,22.6
San Marino,Apples,Winter,13.94,2020,74.56,22.19
Central African Republic,Wheat,Rainy Season,17.55,2020,18.04,42.48
Slovakia,Paddy,Fall,19.6,2022,57.79,54.02
Australia,Wheat,Rainy Season,48.67,2021,90.2,23.41
Georgia,Plam Oil,Winter,44.56,2020,26.57,35.43
Germany,Wheat,Fall,30.36,2020,21.93,36.05
Malta,Maze,Fall,51.26,2020,13.36,30.16
Sudan,Apples,Summer,31.67,2021,73.25,73.64
Liberia,Paddy,Summer,71.77,2022,75.55,56.69
Burundi,Sugar Cane,Spring,24.12,2021,36.43,61.27
Antigua and Barbuda,Cotton,Winter,39.19,2021,75.82,69.22
Monaco,Maze,Rainy Season,51.96,2021,36.27,46.44
Cabo Verde,Plam Oil,Summer,76.92,2020,81.63,12.22
San Marino,Paddy,Rainy Season,75.62,2022,87.84,13.25
Monaco,Maze,Winter,47.71,2022,61.69,18.03
Tajikistan,Plam Oil,Spring,70.78,2022,44.25,92.06
"Korea, North",Paddy,Summer,92.48,2022,41.73,26.42
Bulgaria,Paddy,Fall,87.56,2021,33.28,22.39
Burkina Faso,Plam Oil,Summer,60.69,2020,63.76,29.73
Guatemala,Cotton,Summer,26.15,2021,13.75,30.64
Georgia,Cotton,Rainy Season,48.87,2022,41.14,88.95
Zambia,Cotton,Fall,47.74,2021,34.76,68.28
Grenada,Apples,Fall,48.2,2020,20.45,38.68
Honduras,Plam Oil,Spring,70.41,2021,26.72,85.97
Saudi Arabia,Sugar Cane,Summer,71.69,2022,35.19,67.12
Senegal,Paddy,Winter,14.53,2020,52.4,55.35
Spain,Apples,Summer,55.48,2022,79.55,50.19
Uganda,Cotton,Fall,82.99,2020,10.56,17.39
Libya,Maze,Summer,30.74,2022,22.94,74.05
Pakistan,Apples,Summer,57.72,2020,61.39,85.67
Solomon Islands,Apples,Rainy Season,39.16,2021,52.65,42.05
Mexico,Wheat,Winter,68.54,2021,76.35,89.07
Suriname,Sugar Cane,Summer,75.72,2022,25.63,44.43
Sweden,Wheat,Summer,39.71,2020,46.02,77.4
Colombia,Apples,Fall,66.19,2020,84.75,74.89
Eritrea,Apples,Fall,86.79,2021,78.41,73.29
Yemen,Wheat,Winter,38.53,2021,20.11,34.51
China,Paddy,Fall,13.43,2021,32.87,28.03
Benin,Wheat,Summer,31.17,2021,41.83,89.14
Grenada,Maze,Spring,82.84,2020,78.58,52.84
Poland,Apples,Rainy Season,31.39,2020,83.62,56.6
Tunisia,Maze,Spring,31.54,2020,27.8,91.15
"Korea, North",Cotton,Spring,74.87,2021,46.57,64.75
Indonesia,Apples,Summer,30.59,2021,77.07,79.98
Sri Lanka,Plam Oil,Summer,26.83,2020,80.03,46.13
Monaco,Maze,Spring,48.62,2021,58.31,11.35
Namibia,Apples,Summer,93.1,2020,73.23,58.34
Madagascar,Cotton,Rainy Season,35.27,2021,60.37,40.78
Honduras,Wheat,Winter,26.64,2021,59.46,89.26
Azerbaijan,Plam Oil,Fall,11.37,2020,91.02,56.34
Russia,Wheat,Summer,18.68,2021,70.94,46.27
Qatar,Wheat,Winter,22.36,2020,44.45,62.47
Montenegro,Cotton,Summer,32.66,2022,10.93,81.62
Morocco,Wheat,Summer,64.61,2022,64.11,27.73
Israel,Sugar Cane,Summer,20.35,2021,57.41,42.51
The Gambia,Cotton,Rainy Season,77.57,2020,36.52,43.8
Montenegro,Wheat,Spring,59.77,2022,14.57,60.06
Guyana,Sugar Cane,Spring,39.07,2022,53.5,54.68
Mozambique,Plam Oil,Fall,28.99,2020,26.29,10.65
Poland,Apples,Summer,60.79,2020,50.6,64.6
Poland,Apples,Winter,59.32,2021,56.72,76.08
Cuba,Maze,Summer,41.29,2022,40.5,73.05
New Zealand,Wheat,Spring,51.42,2022,93.08,14.69
Bangladesh,Paddy,Winter,91.7,2020,56.26,13.87
Belgium,Paddy,Summer,25.57,2021,77.51,42.06
Burundi,Wheat,Rainy Season,21.75,2021,89.27,66.59
Central African Republic,Plam Oil,Summer,41.54,2022,34.45,28.36
Belgium,Plam Oil,Rainy Season,40.79,2020,37.59,63.13
Vatican City,Cotton,Rainy Season,39.74,2022,61.27,75.66
Malta,Apples,Fall,66.86,2022,48.91,68.91
Bulgaria,Cotton,Fall,62.83,2021,41.39,60.58
Iran,Sugar Cane,Rainy Season,90.08,2020,83.73,65.64
Uganda,Apples,Winter,42.12,2021,27.02,82.34
Bulgaria,Sugar Cane,Rainy Season,39.11,2021,74.48,16.68
Bulgaria,Plam Oil,Winter,25.63,2020,23.44,42.86
Vatican City,Plam Oil,Fall,11.47,2022,57.48,55.08
Syria,Apples,Summer,52.39,2021,69.73,70.17
Zambia,Wheat,Rainy Season,43.97,2021,21.74,66.36
Cameroon,Maze,Rainy Season,85.62,2020,74.05,16.87
Greece,Wheat,Winter,52.0,2021,78.92,17.81
Uganda,Wheat,Fall,83.92,2020,35.79,51.66
Saint Kitts and Nevis,Maze,Spring,54.36,2022,56.31,31.23
Papua New Guinea,Apples,Rainy Season,36.3,2021,12.71,83.45
Panama,Apples,Rainy Season,27.33,2020,25.08,76.18
Serbia,Apples,Winter,24.09,2020,39.75,52.91
Belarus,Cotton,Winter,61.34,2021,34.55,40.1
Burundi,Sugar Cane,Spring,46.96,2022,48.07,82.73
Turkmenistan,Wheat,Summer,69.49,2020,62.75,36.61
North Macedonia,Maze,Summer,68.74,2020,34.08,35.26
Sudan,Maze,Fall,92.93,2020,35.14,56.97
Zambia,Paddy,Spring,64.05,2020,16.85,44.21
Angola,Sugar Cane,Summer,37.91,2021,53.84,70.39
Morocco,Maze,Spring,35.29,2020,17.35,49.65
Albania,Paddy,Spring,68.59,2021,16.25,59.1
Portugal,Maze,Winter,50.97,2022,23.55,64.13
Belize,Cotton,Summer,82.42,2020,17.72,20.32
The Bahamas,Wheat,Rainy Season,44.46,2022,41.13,77.0
Bulgaria,Plam Oil,Winter,19.2,2022,48.91,31.2
Lesotho,Paddy,Summer,64.68,2021,88.65,56.54
Belize,Cotton,Winter,46.39,2020,67.73,65.64
Zimbabwe,Wheat,Rainy Season,37.4,2020,28.01,53.3
Kuwait,Paddy,Winter,15.13,2021,12.21,52.82
Chad,Plam Oil,Fall,87.86,2022,29.51,42.22
Benin,Paddy,Winter,74.77,2020,50.28,80.64
"Korea, South",Apples,Spring,62.27,2021,44.72,75.86
Ghana,Wheat,Fall,17.94,2021,14.9,81.93
Netherlands,Maze,Fall,10.32,2020,88.37,50.73
Somalia,Maze,Fall,31.77,2020,62.27,48.66
Cabo Verde,Plam Oil,Spring,78.35,2022,78.46,85.94
Belarus,Maze,Winter,18.75,2022,84.81,45.61
East Timor (Timor-Leste),Maze,Winter,75.12,2021,49.79,30.9
Cameroon,Apples,Summer,19.48,2021,19.29,17.65
Croatia,Paddy,Winter,53.89,2020,74.43,25.29
Togo,Paddy,Rainy Season,43.99,2020,51.01,55.09
Morocco,Paddy,Fall,48.36,2021,76.18,11.56
Oman,Wheat,Rainy Season,33.41,2022,84.55,89.76
Tanzania,Maze,Fall,75.81,2022,87.63,49.13
Russia,Apples,Summer,73.76,2021,62.97,59.92
Austria,Plam Oil,Winter,15.57,2020,54.0,69.63
Jordan,Paddy,Fall,45.95,2022,45.35,40.5
India,Maze,Rainy Season,92.25,2022,54.71,26.15
Honduras,Maze,Fall,37.45,2020,25.04,28.03
Cameroon,Maze,Fall,57.23,2022,26.41,80.45
Vietnam,Cotton,Fall,85.97,2020,12.92,54.06
Antigua and Barbuda,Sugar Cane,Fall,37.42,2022,24.79,67.47
Benin,Sugar Cane,Spring,48.94,2021,40.63,30.11
Comoros,Cotton,Spring,73.3,2020,15.5,62.64
Taiwan,Maze,Fall,64.2,2020,58.26,90.96
Solomon Islands,Paddy,Summer,28.35,2022,15.73,67.1
Sweden,Cotton,Fall,59.49,2020,13.44,30.48
Peru,Paddy,Summer,84.78,2022,88.59,59.64
Belize,Wheat,Summer,34.54,2020,22.34,92.76
Brazil,Wheat,Summer,66.04,2020,14.59,16.44
Namibia,Cotton,Summer,61.08,2022,44.04,69.28
Vanuatu,Maze,Rainy Season,44.75,2021,39.62,18.46
Colombia,Plam Oil,Spring,55.5,2021,38.52,81.32
Nicaragua,Plam Oil,Fall,12.21,2022,82.28,84.68
Taiwan,Plam Oil,Summer,87.35,2021,43.48,31.72
Vietnam,Maze,Rainy Season,65.83,2022,29.33,80.67
Lesotho,Wheat,Fall,25.01,2021,36.71,79.69
Kiribati,Paddy,Winter,21.35,2020,81.07,42.3
Japan,Paddy,Fall,18.88,2020,31.23,58.47
Tuvalu,Sugar Cane,Summer,48.76,2020,81.71,30.56
Uruguay,Sugar Cane,Spring,88.16,2022,81.07,20.39
Montenegro,Sugar Cane,Winter,20.91,2020,42.44,56.55
Nicaragua,Wheat,Summer,63.95,2022,33.04,74.64
Guyana,Maze,Winter,86.41,2020,55.7,22.73
Niger,Cotton,Spring,66.37,2022,49.41,76.78
Cyprus,Maze,Summer,22.85,2022,40.16,69.21
Papua New Guinea,Maze,Rainy Season,62.81,2020,26.47,65.27
Canada,Plam Oil,Summer,82.44,2021,40.51,61.55
New Zealand,Sugar Cane,Winter,49.85,2022,87.59,53.28
Taiwan,Paddy,Spring,12.85,2021,61.56,16.95
Croatia,Paddy,Winter,43.68,2020,90.24,50.78
Belgium,Cotton,Spring,58.63,2020,79.87,23.57
Dominican Republic,Paddy,Winter,63.95,2021,77.92,20.03
Venezuela,Maze,Rainy Season,52.44,2020,38.98,55.94
Liechtenstein,Paddy,Summer,56.44,2021,90.53,78.31
Estonia,Maze,Fall,26.32,2021,16.19,48.5
Guinea,Sugar Cane,Spring,61.54,2021,40.76,19.68
Belarus,Paddy,Summer,65.15,2022,39.5,39.63
Serbia,Cotton,Rainy Season,53.29,2020,27.16,90.21
Eritrea,Apples,Spring,10.41,2022,87.9,14.14
Liberia,Apples,Winter,35.33,2020,28.33,32.81
Nauru,Wheat,Winter,17.66,2022,73.14,89.32
Saudi Arabia,Maze,Summer,89.07,2021,46.63,21.15
Burkina Faso,Plam Oil,Spring,12.87,2022,91.42,55.21
Syria,Wheat,Rainy Season,24.18,2021,89.33,15.44
Angola,Paddy,Spring,47.48,2022,61.91,73.13
Turkmenistan,Maze,Spring,46.99,2020,18.5,41.55
Mexico,Sugar Cane,Fall,70.25,2022,42.75,79.94
Pakistan,Maze,Rainy Season,65.76,2022,74.22,79.92
Mauritania,Cotton,Fall,12.32,2022,10.43,67.61
Kyrgyzstan,Wheat,Spring,22.82,2021,88.2,42.03
New Zealand,Paddy,Rainy Season,82.16,2022,76.01,65.23
Palau,Paddy,Rainy Season,14.28,2021,89.73,77.33
Samoa,Wheat,Summer,83.28,2020,39.71,26.34
Bosnia and Herzegovina,Maze,Rainy Season,79.7,2020,19.43,22.09
Ukraine,Paddy,Winter,17.35,2022,68.34,17.22
Burundi,Apples,Fall,19.72,2020,60.69,88.18
Japan,Apples,Summer,68.05,2021,54.82,73.81
Turkey,Wheat,Rainy Season,58.93,2020,47.16,49.57
Eswatini,Apples,Summer,16.23,2021,78.04,77.58
Afghanistan,Paddy,Rainy Season,88.0,2020,25.02,22.61
Uganda,Plam Oil,Rainy Season,44.49,2021,54.06,25.7
Eswatini,Wheat,Spring,12.14,2022,33.68,91.43
El Salvador,Paddy,Fall,13.59,2020,56.8,82.14
Central African Republic,Wheat,Fall,17.12,2022,54.51,88.46
Eritrea,Sugar Cane,Rainy Season,73.43,2020,44.84,27.94
Bangladesh,Cotton,Fall,74.27,2022,75.78,67.6
Tajikistan,Sugar Cane,Winter,86.88,2021,80.93,70.2
Qatar,Cotton,Winter,18.59,2022,69.27,84.68
Iran,Apples,Spring,34.71,2021,76.95,73.94
Sudan,Cotton,Summer,27.02,2021,35.95,39.96
Madagascar,Maze,Winter,20.52,2020,29.47,42.1
Turkmenistan,Maze,Spring,77.76,2021,62.08,55.67
Iraq,Apples,Winter,67.05,2021,27.05,71.66
China,Sugar Cane,Fall,46.49,2021,79.33,34.54
Algeria,Paddy,Spring,53.21,2021,20.19,25.97
Nicaragua,Wheat,Spring,88.78,2021,71.12,11.54
Niger,Sugar Cane,Winter,44.14,2022,84.23,40.11
Croatia,Maze,Fall,23.12,2021,23.2,41.83
Russia,Maze,Spring,44.9,2021,83.81,36.18
Tanzania,Maze,Winter,24.36,2022,38.83,69.12
Nigeria,Cotton,Rainy Season,45.47,2020,27.41,59.29
Algeria,Maze,Fall,80.02,2022,11.19,47.22
Vietnam,Sugar Cane,Summer,87.06,2020,40.72,42.77
Yemen,Maze,Summer,60.6,2022,84.03,25.05
Montenegro,Maze,Rainy Season,86.39,2020,40.23,86.42
Haiti,Apples,Winter,74.07,2022,54.37,33.44
Turkmenistan,Plam Oil,Fall,14.5,2020,31.15,73.54
Kenya,Apples,Summer,16.76,2022,64.66,28.24
Gabon,Maze,Summer,50.05,2020,36.11,12.13
Taiwan,Wheat,Summer,48.09,2021,15.9,81.22
Zambia,Maze,Spring,56.76,2021,40.4,58.41
Venezuela,Paddy,Rainy Season,77.38,2021,36.26,71.98
Zambia,Wheat,Spring,60.96,2020,24.98,13.49
Djibouti,Paddy,Rainy Season,16.27,2021,29.01,42.45
Panama,Maze,Fall,81.49,2021,74.38,40.43
Saint Vincent and the Grenadines,Plam Oil,Summer,37.28,2020,41.77,73.39
Papua New Guinea,Cotton,Spring,17.75,2022,37.97,90.42
Armenia,Maze,Fall,32.25,2021,17.2,21.24
Russia,Maze,Summer,52.8,2021,72.21,86.51
Qatar,Maze,Fall,60.12,2020,36.43,82.23
Barbados,Apples,Winter,30.18,2022,47.52,44.85
Venezuela,Plam Oil,Spring,46.52,2022,28.95,41.62
Sao Tome and Principe,Maze,Rainy Season,22.54,2022,74.07,66.93
Malta,Wheat,Winter,36.81,2020,33.64,44.39
Samoa,Paddy,Winter,66.02,2021,11.99,49.12
Guyana,Sugar Cane,Summer,46.75,2020,60.07,55.09
Lesotho,Wheat,Winter,85.11,2022,82.26,81.96
"Korea, North",Wheat,Rainy Season,12.96,2021,63.03,49.8
Cameroon,Apples,Fall,21.82,2022,17.18,50.81
Albania,Sugar Cane,Rainy Season,14.75,2021,75.95,23.98
Libya,Cotton,Spring,60.2,2022,47.42,40.15
Slovenia,Sugar Cane,Summer,42.86,2022,59.98,57.21
Taiwan,Maze,Fall,57.33,2022,55.68,41.13
Niger,Sugar Cane,Spring,85.55,2021,46.98,14.91
Romania,Maze,Spring,26.87,2021,54.65,74.67
Comoros,Sugar Cane,Summer,47.1,2022,59.77,86.01
Iceland,Paddy,Spring,38.63,2022,80.26,83.36
Lesotho,Paddy,Summer,50.03,2021,62.65,19.46
Croatia,Plam Oil,Spring,80.46,2020,57.35,84.52
Mauritius,Cotton,Summer,81.15,2022,92.32,21.26
Luxembourg,Paddy,Fall,33.69,2021,40.41,90.57
Portugal,Sugar Cane,Fall,58.13,2021,30.84,14.83
Guinea-Bissau,Maze,Winter,79.58,2021,53.04,73.21
Cameroon,Cotton,Winter,41.77,2022,78.79,56.55
Japan,Sugar Cane,Winter,19.67,2022,15.91,62.39
Tunisia,Cotton,Winter,83.12,2022,39.24,33.56
Laos,Sugar Cane,Spring,35.45,2021,33.6,34.1
San Marino,Cotton,Spring,62.02,2020,91.56,35.7
Romania,Wheat,Spring,35.68,2021,59.34,51.59
Jordan,Sugar Cane,Winter,25.09,2021,87.4,29.59
Brunei,Paddy,Winter,78.43,2021,56.84,30.71
Paraguay,Apples,Winter,76.99,2022,63.51,79.6
Georgia,Maze,Fall,78.06,2021,17.09,37.11
Moldova,Maze,Summer,20.61,2022,67.41,65.56
The Bahamas,Sugar Cane,Spring,18.61,2021,60.43,80.5
Eswatini,Apples,Winter,32.89,2020,13.19,58.61
China,Maze,Rainy Season,57.11,2021,69.92,57.68
Brazil,Sugar Cane,Rainy Season,76.8,2021,28.74,46.93
Cuba,Apples,Rainy Season,12.54,2021,38.44,46.37
El Salvador,Plam Oil,Summer,77.5,2020,67.6,58.66
Guyana,Cotton,Summer,84.7,2021,25.87,29.48
Mozambique,Cotton,Winter,48.32,2021,62.5,71.81
Liberia,Sugar Cane,Fall,71.61,2022,50.07,79.13
Libya,Maze,Spring,22.63,2020,53.51,48.46
Turkey,Paddy,Winter,23.96,2021,43.93,77.0
El Salvador,Cotton,Spring,77.33,2020,25.73,17.63
Samoa,Plam Oil,Winter,47.77,2021,24.09,33.06
Mauritius,Maze,Rainy Season,46.16,2022,91.72,61.61
Kiribati,Paddy,Rainy Season,47.79,2022,26.02,63.23
Dominican Republic,Sugar Cane,Rainy Season,32.19,2021,61.5,17.64
San Marino,Plam Oil,Summer,40.95,2021,79.02,90.97
Costa Rica,Apples,Fall,28.31,2021,53.11,20.5
Panama,Plam Oil,Spring,66.01,2020,70.4,62.83
Côte d’Ivoire,Cotton,Summer,83.63,2021,55.9,87.84
Sierra Leone,Maze,Summer,74.88,2020,64.69,52.72
Trinidad and Tobago,Sugar Cane,Spring,49.6,2022,17.85,59.43
Sri Lanka,Plam Oil,Fall,72.28,2020,84.5,20.7
Papua New Guinea,Wheat,Spring,88.61,2021,17.65,70.72
Kenya,Maze,Winter,90.63,2022,24.87,45.46
Lesotho,Sugar Cane,Spring,21.34,2022,28.53,39.06
Taiwan,Cotton,Fall,43.1,2020,37.08,17.7
Algeria,Wheat,Summer,19.44,2022,20.36,60.46
Uzbekistan,Apples,Rainy Season,83.57,2022,32.03,74.65
Fiji,Cotton,Spring,73.93,2020,27.74,38.42
South Africa,Cotton,Fall,51.11,2022,68.28,31.34
Tanzania,Sugar Cane,Rainy Season,76.54,2020,86.42,89.04
Mali,Maze,Rainy Season,41.2,2021,46.44,42.41
Vanuatu,Sugar Cane,Winter,89.5,2022,26.2,75.48
Cuba,Plam Oil,Spring,19.14,2022,50.18,36.5
Fiji,Cotton,Spring,69.81,2022,27.19,38.02
Lesotho,Cotton,Winter,60.84,2021,17.74,58.51
Spain,Paddy,Spring,86.1,2022,62.31,82.63
Zimbabwe,Wheat,Summer,59.51,2020,22.89,43.2
Cambodia,Wheat,Summer,10.28,2021,80.92,51.48
Togo,Paddy,Rainy Season,81.16,2021,15.07,55.48
Pakistan,Sugar Cane,Winter,31.25,2020,42.68,50.84
Saint Kitts and Nevis,Cotton,Summer,40.26,2022,88.19,71.36
Estonia,Plam Oil,Rainy Season,36.11,2020,12.54,65.54
Venezuela,Plam Oil,Winter,51.02,2021,62.8,81.25
Guatemala,Sugar Cane,Winter,78.84,2022,27.06,19.22
Germany,Plam Oil,Spring,79.51,2020,49.23,36.12
Trinidad and Tobago,Paddy,Fall,13.94,2020,35.28,17.1
Latvia,Wheat,Spring,46.53,2022,22.08,89.35
Mauritania,Wheat,Spring,57.6,2020,47.89,85.09
Bolivia,Cotton,Summer,84.07,2022,52.23,25.5
Georgia,Plam Oil,Fall,11.22,2021,12.48,66.93
India,Apples,Winter,15.63,2021,42.17,49.95
France,Cotton,Fall,56.97,2022,23.21,11.33
Guinea,Plam Oil,Summer,56.88,2021,91.7,65.88
Taiwan,Wheat,Rainy Season,68.26,2022,10.41,50.74
Lesotho,Cotton,Summer,71.01,2020,16.03,56.88
Central African Republic,Wheat,Rainy Season,57.75,2022,26.58,49.54
Botswana,Plam Oil,Fall,36.46,2021,29.97,41.49
Ukraine,Plam Oil,Winter,18.7,2022,33.48,60.88
Kuwait,Apples,Summer,26.52,2022,63.42,42.17
Libya,Plam Oil,Winter,35.47,2021,61.05,59.78
Marshall Islands,Sugar Cane,Winter,64.8,2020,37.88,29.09
"Congo, Democratic Republic of the",Cotton,Fall,67.52,2021,75.5,47.01
Laos,Plam Oil,Winter,12.68,2020,57.79,46.84
South Africa,Paddy,Fall,46.74,2022,88.79,64.15
Croatia,Apples,Winter,24.85,2020,48.51,82.39
Laos,Maze,Winter,83.39,2021,91.18,59.39
Eswatini,Plam Oil,Fall,10.93,2020,74.44,56.75
Monaco,Paddy,Fall,46.59,2020,71.37,42.56
Tuvalu,Maze,Winter,66.06,2020,60.31,92.45
Albania,Cotton,Spring,29.64,2022,67.27,35.44
Iceland,Sugar Cane,Fall,35.22,2022,70.63,24.63
Saint Lucia,Maze,Spring,62.41,2021,36.48,51.65
Lebanon,Cotton,Fall,87.7,2021,15.62,65.0
Rwanda,Maze,Rainy Season,84.05,2021,77.78,78.72
Equatorial Guinea,Plam Oil,Summer,80.72,2022,72.68,11.38
Burkina Faso,Sugar Cane,Rainy Season,69.9,2022,48.81,38.75
